OBJECTID,DCH_FEA_KEY,DCH_GRPH_KEY,DCH_FEATYPE_TEXT,DCH_OWNER_NAME,DCH_PRBL_FLOW_TYPE,DCH_MATERIAL_TYPE,DCH_PIPE_SHP_TEXT,DCH_LIFECYCLE_STAT,DCH_DSTNTN_TYPE,DCH_INSPECT_FLAG,DCH_CASING_FLAG,DCH_PERF_PIPE_FLAG,DCH_LENGTH_FT_NBR,DCH_WIDTH_IN_NBR,DCH_HEIGHT_IN_NBR,DCH_UPS_ELEV_FT_NBR,DCH_DNS_ELEV_FT_NBR,DCH_INSTALL_DATE,DCH_LST_UPDT_DATE,DCH_STREAM_NAME,DCH_GSIP_NAME,SHAPE_Length
63357,7736260,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.89,4,4,,,2015/12/30 15:09:34+00,2017/03/01 00:00:00+00,,,12.8872665104516
63358,7736266,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,50.04,6,6,,,2015/12/30 15:09:34+00,2017/02/28 00:00:00+00,,,50.0376988067679
63359,7736268,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.16,6,6,,,2015/12/30 15:09:34+00,2017/03/01 00:00:00+00,,,6.15634696013734
63360,7736270,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.89,6,6,,,2015/12/30 15:09:34+00,2017/03/01 00:00:00+00,,,2.89308634528743
63361,7736271,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.91,4,4,,,2015/12/30 15:09:34+00,2017/02/28 00:00:00+00,,,4.91162368708417
63362,7736275,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,50.44,4,4,,,2015/12/30 15:09:34+00,2017/03/01 00:00:00+00,,,50.4368190013265
63365,7736415,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,28.96,4,4,,,2016/10/31 15:09:34+00,2017/01/18 00:00:00+00,,,28.9560585111992
63366,7736417,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,28.5,4,4,,,2016/10/31 15:09:34+00,2017/01/18 00:00:00+00,,,28.5011770276048
63368,7736423,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.05,4,4,,,2016/10/31 15:09:34+00,2017/01/18 00:00:00+00,,,11.0494417196481
63369,7736426,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,35.33,4,4,,,2016/10/31 15:09:34+00,2017/01/18 00:00:00+00,,,35.3250896545285
63378,7736507,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,130.63,8,8,104.9,98.4,,2019/09/13 00:00:00+00,,,130.63111669189
63379,7736515,0,Under Drain,Department of Finance and Administrative,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,28.4,4,4,,,2015/11/23 14:36:40+00,2017/01/18 00:00:00+00,,,28.3961570888234
63382,7736591,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.57,4,4,,,2016/02/22 16:29:18+00,2017/01/18 00:00:00+00,,,7.5706491657557
63386,7736626,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.55,4,4,,,2016/02/22 16:29:18+00,2017/01/18 00:00:00+00,,,8.54614618742087
63387,7736637,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,104.46,8,8,93.75,90.2,,2019/09/13 00:00:00+00,,,104.4620145367
63392,7736755,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.04,4,4,,,2016/02/22 16:29:18+00,2017/01/19 00:00:00+00,,,8.04292353935978
63400,7736796,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.93,4,4,,,2016/02/22 16:29:18+00,2017/01/19 00:00:00+00,,,14.9269721618175
63401,7736879,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.6,4,4,,,2016/02/22 16:29:18+00,2017/01/19 00:00:00+00,,,8.60321508633318
63404,7736912,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.04,4,4,,,2016/02/22 16:29:18+00,2017/01/19 00:00:00+00,,,8.04395784444213
63405,7736953,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.6,4,4,,,2016/02/22 16:29:18+00,2017/01/19 00:00:00+00,,,8.60076174636116
63408,7737011,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.53,4,4,,,2016/02/22 16:29:18+00,2017/01/19 00:00:00+00,,,7.52762612742995
63409,7737039,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.05,4,4,,,2016/02/22 16:29:18+00,2017/01/19 00:00:00+00,,,8.04600108683323
63413,7737117,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.13,4,4,,,2016/02/22 16:29:18+00,2017/01/20 00:00:00+00,,,8.13217130877938
63414,7737157,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.85,4,4,,,2016/02/22 16:29:18+00,2017/01/20 00:00:00+00,,,7.84874706142109
63420,7737316,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.59,4,4,,,2016/03/22 16:29:18+00,2017/01/20 00:00:00+00,,,11.5945355723267
63421,7737319,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.77,4,4,,,2016/03/22 16:29:18+00,2017/01/20 00:00:00+00,,,12.7672008457747
63422,7737322,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.07,4,4,,,2016/03/22 16:29:18+00,2017/01/20 00:00:00+00,,,12.0690026278628
63423,7737325,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.32,4,4,,,2016/03/22 16:29:18+00,2017/01/20 00:00:00+00,,,12.3213647624155
63424,7737382,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.47,4,4,,,2016/03/16 16:29:18+00,2017/01/20 00:00:00+00,,,6.46784157328306
63425,7737386,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.58,4,4,,,2016/03/16 16:29:18+00,2017/01/20 00:00:00+00,,,5.57572289565634
63426,7737390,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.71,4,4,,,2016/03/16 16:29:18+00,2017/01/20 00:00:00+00,,,5.71322562476811
63427,7737394,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.88,4,4,,,2016/03/16 16:29:18+00,2017/01/20 00:00:00+00,,,5.88452790946587
63437,7737794,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.19,4,4,,,2016/02/29 14:36:40+00,2017/01/23 00:00:00+00,,,7.18870784472662
63438,7738030,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,35.22,4,4,,,2016/02/25 14:36:40+00,2017/01/25 00:00:00+00,,,35.2222637112115
63439,7738033,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,23.07,4,4,,,2016/02/25 14:36:40+00,2017/01/25 00:00:00+00,,,23.0685981136332
63442,7738056,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.34,4,4,,46.45,2018/04/13 16:11:41+00,2018/11/07 00:00:00+00,,,11.3423295354216
63443,7738058,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,U Shaped,Connected,,Y,N,Y,12.18,4,4,,,2018/04/23 16:11:41+00,2018/11/07 00:00:00+00,,,12.1780252368889
63454,7738381,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2,4,4,,,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,2.00103627931199
63455,7738387,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.92,4,4,,59.33,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,3.91790353876381
63456,7738397,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,20.44,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,20.4443283169935
63457,7738399,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,15.73,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,15.7331507701273
63458,7738401,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,15.15,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,15.1512253596999
63459,7738402,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,19.95,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,19.9484409852446
63460,7738404,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.31,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,10.3089844578471
63461,7738409,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.08,4,4,,57.08,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,5.07783296949887
63462,7738412,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,18.76,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,18.7558340359408
63463,7738415,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.15,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,14.1502383674052
63464,7738418,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.12,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,14.1156335781384
63465,7738421,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,21.17,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,21.1727749580522
63466,7738424,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,25.97,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,25.971587757885
63467,7738428,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,1.95,4,4,,,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,1.94754322865599
63468,7738435,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,1.83,4,4,,,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,1.83202438142332
63469,7738438,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,14.0011207117645
63470,7738440,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.32,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,11.3227391301545
63471,7738442,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.39,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,5.3904937925105
63472,7738444,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.61,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,11.6062059288519
63473,7738446,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.85,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,5.84931772534927
63474,7738448,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.99,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,10.9935174700864
63475,7738450,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.86,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,8.8551319605838
63476,7738451,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.67,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,2.67417098185782
63477,7738452,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,13.08,4,4,,,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,13.0798029462383
63478,7738454,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.92,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,7.92350877888112
63479,7738457,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,20.79,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,20.7936928000364
63480,7738460,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,16.22,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,16.2173564451854
63481,7738463,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,33.64,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,33.6406015813579
63482,7738466,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,21.25,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,21.2484065773537
63483,7738469,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,25.72,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,25.7236062353989
63484,7738472,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,27.66,,,,,2016/08/18 15:09:34+00,2017/01/26 00:00:00+00,,,27.6617353473416
63485,7738480,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.07,4,4,,48.75,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,10.0666665046728
63486,7738482,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,2.01,4,4,,,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,2.01374683011272
63487,7738487,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.5,4,4,,48.75,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,12.4999505521497
63488,7738494,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.96,4,4,,46.5,2018/04/23 09:35:51+00,2018/11/07 00:00:00+00,,,3.95619235999875
63489,7738497,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,1.8,4,4,,,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,1.79542018862001
63490,7738501,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.98,4,4,,54.75,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,6.98435860627826
63491,7738505,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.9,4,4,,,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,3.89920265452741
63492,7738507,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,1.86,4,4,,,2018/04/23 09:35:51+00,2018/10/30 00:00:00+00,,,1.85822883902805
63493,7738509,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,1.98,4,4,,,2018/04/30 09:35:51+00,2018/10/30 00:00:00+00,,,1.97563418234721
63495,7738548,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,50.43,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,50.4328402750512
63496,7738549,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,17.81,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,17.8142491395055
63497,7738551,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.07,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,3.07304490374748
63498,7738568,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,91.99,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,91.9913611642028
63499,7738572,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,356.82,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,356.815228840806
63500,7738579,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,56.48,6,6,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,56.4836799377712
63501,7738581,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,54.56,6,6,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,54.5606208551428
63502,7738583,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,53.33,6,6,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,53.3327614374048
63503,7738585,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,53.68,6,6,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,53.6798064524182
63504,7738587,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,149.15,6,6,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,149.152096952362
63505,7738604,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,135.38,6,6,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,135.37593006429
63506,7738606,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,188.46,6,6,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,188.462994731949
63507,7738610,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.33,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,9.33310194351566
63508,7738612,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.39,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.386164927796
63509,7738614,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.44,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,14.4358491676236
63510,7738616,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.79,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,14.7936468868084
63511,7738618,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,15.36,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,15.3574524193883
63512,7738620,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.98,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,14.9799388168458
63513,7738622,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.04,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,13.0393703762038
63514,7738624,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.85,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.8514345092715
63515,7738626,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.4,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.404397625392
63516,7738628,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.75,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.7494807124359
63517,7738630,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.23,8,8,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,2.23050643905259
63518,7738632,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,24.79,8,8,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,24.7920861291126
63519,7738635,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.92,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,7.91941240747927
63520,7738637,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.56,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,13.5631613881978
63521,7738639,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.66,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,13.6564115293304
63522,7738641,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.84,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.8419002582052
63523,7738643,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.38,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.3823543301282
63524,7738645,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.52,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.5205088333451
63525,7738647,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.74,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.7428674135958
63526,7738649,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.96,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.9621602479896
63527,7738651,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.74,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.7394382871352
63528,7738653,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.69,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.6947225741087
63529,7738655,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.93,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.9258859456521
63530,7738657,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.69,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.6891546148711
63531,7738659,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.9,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.895256468813
63532,7738661,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.23,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.2301198631101
63533,7738663,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.54,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.5431989224257
63534,7738665,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.72,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,13.7150785465132
63535,7738667,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.35,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,8.34747642865428
63536,7738668,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.84,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.8386920308179
63537,7738676,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,16.74,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,16.7387369436146
63538,7738679,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,36.5,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,36.5007401005628
63539,7738682,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,57.33,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,57.3272122710276
63540,7738685,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,70.59,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,70.5936294625965
63541,7738689,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,103.13,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,103.134585953739
63542,7738691,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,90.44,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,90.4409312197276
63543,7738694,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,114.13,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,114.133818690463
63544,7738697,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,123.65,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,123.652004971085
63545,7738700,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,138.9,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,138.896078100747
63546,7738703,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,155.42,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,155.416506939258
63547,7738706,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,171.09,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,171.088955930641
63548,7738709,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,178.87,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,178.86931809481
63549,7738712,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,179.82,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,179.821833096355
63550,7738714,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,176.02,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,176.020865326156
